City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
dingle,10.9995,122.6711,298.13,88,50,1.71,PH,1615915318
alim,9.5649,122.4876,299.57,81,46,1.5,PH,1615915318
kushmurun,52.4503,64.6311,260.18,83,58,4.46,KZ,1615915319
moose factory,51.2585,-80.6094,278.15,41,1,6.17,CA,1615915319
toamasina,-18.1667,49.3833,299.15,89,75,1.54,MG,1615915320
pak phanang,8.3511,100.202,298.96,76,14,2.62,TH,1615915320
veraval,20.9,70.3667,299.11,67,0,6.11,IN,1615915320
gladstone,-23.85,151.25,294.15,88,90,3.6,AU,1615915321
ulaangom,49.9811,92.0667,257.46,86,94,0.83,MN,1615915322
wharton,29.3116,-96.1027,295.37,100,90,2.06,US,1615915187
murakeresztur,46.3642,16.8818,279.26,61,0,8.75,HU,1615915322
marzuq,14.4,46.4667,291.91,57,1,3.55,YE,1615915323
gat,31.61,34.7642,290.93,9,1,3.49,IL,1615915264
ust-nera,64.5667,143.2,245.46,95,20,3.02,RU,1615915323
coahuayana,18.7333,-103.6833,298.15,94,1,2.21,MX,1615915044
villa del rosario,7.8339,-72.4742,299.15,83,75,1.54,CO,1615915324
cervo,43.6702,-7.4101,285.93,83,15,2.24,ES,1615915324
shingu,33.7333,135.9833,288.29,91,89,1.45,JP,1615915325
yabrud,33.9674,36.6574,287.15,51,0,8.23,SY,1615915325
novikovo,51.1537,37.8879,274.27,79,100,5.52,RU,1615915326
sorong,-0.8833,131.25,299.8,81,56,1.62,ID,1615915326
yelizovo,53.1873,158.3805,278.15,70,75,3.0,RU,1615915326
zaysan,47.4667,84.8667,259.5,85,82,0.72,KZ,1615915327
sabzevar,36.2126,57.6819,286.52,47,18,0.92,IR,1615915327
lucapa,-8.4192,20.7447,294.12,90,100,0.95,AO,1615915327
vostok,46.4856,135.8833,267.13,96,100,2.64,RU,1615915328
nelson bay,-32.7167,152.15,292.04,94,75,5.14,AU,1615915328
sola,-13.8833,167.55,300.56,71,78,2.42,VU,1615915329
tautira,-17.7333,-149.15,300.15,65,40,2.57,PF,1615915329
pultusk,52.7025,21.0828,278.15,73,97,3.46,PL,1615915329
minna,9.6139,6.5569,309.15,36,93,3.09,NG,1615915330
umea,63.8284,20.2597,270.15,86,40,2.06,SE,1615915330
hambantota,6.1241,81.1185,299.17,81,68,5.87,LK,1615915330
kantunilkin,21.0917,-87.45,303.15,58,40,8.75,MX,1615915331
laguna,38.421,-121.4238,282.04,66,1,2.06,US,1615915331
batagay-alyta,67.8006,130.4114,243.55,74,97,1.64,RU,1615915332
ranong,9.9658,98.6348,297.05,84,21,2.21,TH,1615915332
brookings,44.3114,-96.7984,274.15,75,90,5.66,US,1615915274
east foothills,37.3811,-121.8175,284.26,66,20,3.09,US,1615915333
pestravka,52.405,49.9583,263.53,89,94,4.73,RU,1615915333
celestun,20.8667,-90.4,302.49,51,0,3.42,MX,1615915334
aksarayskiy,46.7924,48.0119,277.15,41,100,10.0,RU,1615915334
poum,-20.2333,164.0167,298.96,76,3,2.08,NC,1615915280
berlevag,70.8578,29.0864,266.15,86,75,11.83,NO,1615915334
alpena,45.0617,-83.4327,275.15,55,90,4.63,US,1615915241
dongying,37.4564,118.4856,278.75,24,99,2.64,CN,1615915335
port blair,11.6667,92.75,299.77,71,52,2.87,IN,1615915335
ahipara,-35.1667,173.1667,290.22,86,98,4.33,NZ,1615915336
porbandar,21.6422,69.6093,298.61,65,0,6.6,IN,1615915336
rabo de peixe,37.8,-25.5833,290.15,77,20,6.69,PT,1615915337
gadarwara,22.9167,78.7833,299.12,23,34,1.55,IN,1615915337
upernavik,72.7868,-56.1549,257.91,90,100,8.24,GL,1615915338
basco,20.4487,121.9702,298.99,87,62,8.62,PH,1615915338
alihe,50.5667,123.7167,261.69,89,72,1.49,CN,1615915339
sechura,-5.5569,-80.8222,300.61,59,97,2.35,PE,1615915340
lamu,-2.2717,40.902,300.15,83,1,2.06,KE,1615915340
ampanihy,-24.7,44.75,299.82,67,54,4.35,MG,1615915341
chardara,41.2547,67.9692,275.14,71,24,6.17,KZ,1615915341
biak,-0.9131,122.8766,298.01,86,61,0.79,ID,1615915342
ambilobe,-13.2,49.05,296.82,97,100,1.35,MG,1615915342
vila,42.0304,-8.1588,292.04,45,0,4.02,PT,1615915342
talara,-4.5772,-81.2719,303.15,62,0,3.6,PE,1615915343
olafsvik,64.8945,-23.7142,278.07,92,98,4.77,IS,1615915343
inhambane,-23.865,35.3833,300.15,78,20,3.09,MZ,1615915343
high level,58.5169,-117.136,268.15,68,75,1.54,CA,1615915344
paita,-5.0892,-81.1144,303.15,62,0,3.6,PE,1615915345
kundla,21.3333,71.3,297.24,43,0,3.12,IN,1615915345
pocosol,10.3667,-84.6167,303.15,48,20,5.14,CR,1615915345
mayskiy,47.6931,40.1025,278.15,75,75,9.0,RU,1615915346
nhulunbuy,-12.2333,136.7667,298.15,94,46,0.51,AU,1615915346
tucuma,-0.1833,-50.05,300.76,81,49,3.63,BR,1615915347
charters towers,-20.1,146.2667,294.97,93,69,2.99,AU,1615915347
edson,53.5835,-116.4356,273.15,55,1,2.57,CA,1615915348
vanimo,-2.6741,141.3028,298.78,84,92,0.92,PG,1615915348
nouakchott,18.0858,-15.9785,304.15,25,0,5.66,MR,1615915348
liepaja,56.5419,21.0367,274.15,100,90,1.54,LV,1615915349
haines junction,60.7522,-137.5108,260.15,78,34,2.06,CA,1615915349
jeremoabo,-10.075,-38.4808,308.09,24,0,4.27,BR,1615915349
carutapera,-1.195,-46.02,300.39,87,56,3.23,BR,1615915350
den helder,52.9599,4.7593,278.15,87,90,2.57,NL,1615915350
belle fourche,44.6714,-103.8522,274.82,86,100,3.09,US,1615915195
palmeiras de goias,-16.805,-49.9258,300.81,73,99,1.2,BR,1615915350
sabha,27.0377,14.4283,292.61,23,5,3.93,LY,1615915351
husavik,66.0449,-17.3389,280.15,53,20,7.2,IS,1615915351
nazareno,25.3833,-103.4167,298.15,10,1,1.94,MX,1615915351
richards bay,-28.783,32.0377,296.53,93,84,3.87,ZA,1615915111
zyryanka,65.75,150.85,248.77,98,92,2.39,RU,1615915352
karnobat,42.65,26.9833,280.15,93,75,4.63,BG,1615915353
bereda,43.2686,-7.5406,285.93,83,59,8.49,ES,1615915353
taltal,-25.4,-70.4833,295.25,71,5,4.14,CL,1615915353
saint anthony,45.0205,-93.218,274.26,69,90,1.49,US,1615915354
wanning,18.8003,110.3967,294.64,92,1,0.72,CN,1615915354
ostrovnoy,68.0531,39.5131,267.56,90,100,3.58,RU,1615915354
kropotkin,45.4375,40.5756,282.04,65,38,6.13,RU,1615915355
smiltene,57.4244,25.9016,275.93,89,93,0.45,LV,1615915355
thames,-37.1333,175.5333,290.93,93,38,0.45,NZ,1615915356
kununurra,-15.7667,128.7333,299.15,89,93,1.54,AU,1615915356
kosa,59.9445,54.9977,271.35,93,99,4.72,RU,1615915356
mishan,45.55,131.8833,267.61,71,4,6.93,CN,1615915357
sobolevo,54.4299,31.8996,273.89,96,100,3.82,RU,1615915357
takoradi,4.8845,-1.7554,302.27,72,29,5.74,GH,1615915357
kahului,20.8947,-156.47,294.15,94,40,4.12,US,1615915358
zharkent,44.1628,80.0,272.83,73,89,0.82,KZ,1615915359
beidao,34.5686,105.8933,287.28,70,83,3.26,CN,1615915359
stornoway,58.2093,-6.3865,282.59,76,90,7.72,GB,1615915360
bam,29.106,58.357,293.43,19,82,0.8,IR,1615915349
qinzhou,21.95,108.6167,295.68,80,0,3.29,CN,1615915361
camana,-16.6228,-72.7111,296.82,77,96,4.07,PE,1615915362
bethel,41.3712,-73.414,273.15,27,90,2.06,US,1615915362
namatanai,-3.6667,152.4333,298.67,85,94,3.85,PG,1615915362
maltahohe,-24.8333,16.9833,298.8,15,0,8.82,NA,1615915363
khani,41.9563,42.9566,290.15,36,90,8.75,GE,1615915363
shintomi,32.0785,131.4723,289.82,89,76,2.33,JP,1615915364
mandalgovi,45.7625,106.2708,267.61,64,46,3.39,MN,1615915364
karasjok,69.4719,25.5112,266.15,86,90,4.63,NO,1615915364
rio gallegos,-51.6226,-69.2181,284.15,30,75,12.35,AR,1615915365
loja,-3.9931,-79.2042,295.15,73,90,1.54,EC,1615915366
semirom,31.4167,51.5667,282.33,53,77,1.8,IR,1615915366
huanren,41.2647,125.3667,271.6,55,64,1.2,CN,1615915366
iralaya,15.0,-83.2333,300.15,74,75,1.03,HN,1615915367
markala,13.7021,-6.0659,311.05,9,8,4.08,ML,1615915367
calvinia,-31.4707,19.776,296.99,26,0,4.72,ZA,1615915367
marsa matruh,31.3525,27.2453,289.15,55,0,3.09,EG,1615915368
nioro,13.35,-15.75,312.71,8,0,2.56,GM,1615915368
kyaukse,21.6,96.1333,298.82,23,0,1.95,MM,1615915369
awbari,26.5921,12.7805,293.54,19,0,4.68,LY,1615915369
udachnyy,66.4167,112.4,244.54,97,92,2.84,RU,1615915369
cayenne,4.9333,-52.3333,303.15,62,40,6.17,GF,1615915370
hernani,43.2662,-1.9762,286.15,82,75,1.54,ES,1615915370
nikolayevskaya,47.6139,41.5023,277.53,71,100,7.6,RU,1615915371
kloulklubed,7.0419,134.2556,300.15,83,75,3.09,PW,1615915371
homer,59.6425,-151.5483,268.15,85,1,1.54,US,1615915372
lively,46.4334,-81.1498,275.37,29,75,1.54,CA,1615915372
toktogul,41.8708,72.9402,273.29,85,76,0.76,KG,1615915372
turukhansk,65.8167,87.9833,245.11,76,80,1.58,RU,1615915373
nizhniy tsasuchey,50.5167,115.1333,262.53,81,96,0.77,RU,1615915373
maumere,-8.6199,122.2111,299.82,83,96,1.44,ID,1615915374
diego de almagro,-26.3667,-70.05,301.72,16,0,5.82,CL,1615915374
villazon,-22.0866,-65.5942,290.74,37,36,0.61,BO,1615915375
esmeraldas,-19.7625,-44.3139,302.15,47,40,2.06,BR,1615915375
ponta delgada,37.7333,-25.6667,290.15,77,20,6.69,PT,1615915376
naliya,23.2667,68.8333,297.43,71,8,4.31,IN,1615915155
can tho,10.0333,105.7833,297.15,88,20,1.03,VN,1615915376
nakanojo,36.5833,138.85,282.04,59,10,5.36,JP,1615915377
manokwari,-0.8667,134.0833,299.33,77,75,2.59,ID,1615915377
mahon,39.8885,4.2658,286.15,58,0,7.2,ES,1615915377
shenjiamen,29.9576,122.298,283.34,82,100,2.78,CN,1615915378
jalu,29.0331,21.5482,290.64,34,0,3.85,LY,1615915378
vilhena,-12.7406,-60.1458,301.15,69,75,3.09,BR,1615915379
te anau,-45.4167,167.7167,277.67,89,26,0.1,NZ,1615915379
storsteinnes,69.2408,19.2344,270.15,74,75,3.09,NO,1615915379
la ronge,55.1001,-105.2842,271.15,34,0,3.09,CA,1615915380
imbituba,-28.24,-48.6703,302.15,65,75,5.66,BR,1615915380
kita,13.0349,-9.4895,311.8,8,5,2.44,ML,1615915381
north platte,41.1239,-100.7654,277.15,70,90,7.2,US,1615915381
chiang klang,19.2938,100.8617,299.35,35,0,0.41,TH,1615915381
methoni,36.8197,21.7049,285.37,58,40,8.2,GR,1615915382
santiago del estero,-27.7951,-64.2615,302.03,58,43,7.16,AR,1615915382
floro,61.5996,5.0328,276.15,65,75,2.57,NO,1615915383
sistranda,63.7256,8.834,276.15,75,75,6.17,NO,1615915383
egvekinot,66.3167,-179.1667,250.27,99,100,1.36,RU,1615915384
trenggalek,-8.05,111.7167,297.27,92,98,0.69,ID,1615915384
linfen,36.0889,111.5189,284.39,23,15,1.3,CN,1615915384
aden,12.7794,45.0367,299.31,77,21,7.8,YE,1615915221
jaffna,9.6685,80.0074,300.01,74,0,5.42,LK,1615915385
college,64.8569,-147.8028,256.48,78,90,0.22,US,1615915370
mortka,59.3322,66.0214,270.23,91,100,4.86,RU,1615915385
